,Energy (kcal/mol)
4bb4,-3.30334
4bb9,3.91571
4bbe,20.37413
4bbf,60.31171
4bbg,108.48872
4bbh,56.9945
4bc5,70.36976
4bcb,58.07243
4bcc,-6.86862
4bcd,49.3497
4bcf,-51.7852
4bcg,-27.76705
4bch,-53.83419
4bci,-146.29412
4bcj,-78.5869
4bck,-149.99522
4bcm,-64.34301
4bcn,-77.59877
4bco,-46.7662
4bcp,-33.46578
4bcq,-16.73806
4bcs,-29.98357
4bcw,13.20305
4bd3,82.61271
4bda,30.83549
4bdb,41.06737
4bdc,55.45782
4bdd,3.09562
4bde,-24.40031
4bdf,25.09663
4bdg,45.90801
4bdh,44.76901
4bdi,-47.93324
4bdj,54.59637
4bdk,72.33029
4bds,67.08917
4bdt,66.64945
4bea,70.15085
4bek,-51.90107
4bf1,-4.63996
4bf6,-16.53221
4bfd,74.38666
4bfp,91.09043
4bfr,-3.9339
4bfy,97.09582
4bfz,128.13909
4bg1,-31.62329
4bg6,-241.68288
4bgg,207.85845
4bgh,-97.56312
4bgk,-53.07474
4bgm,-25.33361
4bgx,227.27642
4bgy,279.0085
4bh3,295.05349
4bh4,277.41099
4bhf,-34.59056
4bhi,50.51244
4bhn,25.74533
4bhz,40.27811
4bi0,8.96972
4bi1,35.49576
4bi2,41.65867
4bi6,107.61547
4bi7,107.03199
4bib,10.89159
4bic,-15.6053
4bid,131.56378
4bie,3.78054
4bio,53.78242
4bis,47.61104
4bj8,-30.30103
4bj9,184.24981
4bjb,61.26966
4bjc,29.86596
4bjx,68.95095
4bkj,187.91212
4bks,42.65003
4bkt,27.07238
4bky,-45.22493
4bkz,77.03539
4blb,172.84771
4bnt,46.19561
4bnu,50.80546
4bnv,-38.27703
4bnx,40.28363
4bny,71.40556
4bnz,30.52695
4bo0,-17.20907
4bo1,73.97293
4bo2,-18.95157
4bo3,-53.20935
4bo4,6.67674
4bo5,-54.01087
4bo6,93.45343
4bo7,15.14258
4bo8,-31.10437
4bo9,99.28974
4bpi,-604.79979
4bpj,-469.74436
4bps,79.32941
4bqg,22.11235
4bqh,62.8463
4bqs,67.03727
4bqt,21.71331
4bqw,49.31837
4bqx,120.74016
4bqy,128.97127
4br3,64.32551
4brx,-56.52059
4bs0,52.09177
4bs4,58.96158
4bs5,56.17886
4bsq,73.23099
4bt3,72.44991
4bt4,73.84651
4bt5,73.27056
4bt9,173.98481
4btb,233.39382
4bti,25.19646
4btk,12.39466
4btl,33.32748
4btm,7.91183
4btt,61.58874
4btu,23.78244
4btw,129.46961
4btx,103.27761
4bty,195.44355
4bup,77.44254
4buq,97.02455
4bv2,112.2616
4bvb,20.3275
4bw1,79.3954
4bw2,69.27028
4bw3,104.69627
4bw4,95.86654
4bxk,-26.72368
4bxn,52.12817
4bxu,257.96793
4byi,57.27482
4byj,83.37323
4bzn,-39.66292
4bzo,-3.83097
4bzr,80.5622
4bzs,79.29419
4c0r,17.36676
4c16,278.74079
4c1c,54.24331
4c1d,56.04459
4c1e,54.50858
4c1f,47.00485
4c1g,55.17508
4c1h,55.92895
4c1m,-120.95025
4c1t,291.60234
4c1u,216.05908
4c1w,306.17088
4c1y,87.22145
4c2v,9.43066
4c35,-0.47739
4c36,42.28877
4c37,30.12342
4c38,35.29091
4c3k,68.25261
4c4e,37.82243
4c4f,32.82784
4c4g,79.20694
4c4h,80.58337
4c4i,71.28274
4c4j,83.13104
4c4n,907.12303
4c52,36.348
4c5d,42.13213
4c5w,-51.65966
4c61,-81.98837
4c66,77.23195
4c68,41.22239
4c6u,34.35656
4c6v,35.41487
4c6x,20.57957
4c6z,18.62064
4c70,19.1949
4c71,15.67959
4c72,27.50675
4c73,60.16745
4c7t,-96.82014
4c8r,153.21084
4c94,50.46093
4c9w,48.71329
4c9x,27.39672
4ca4,98.69715
4ca5,105.73505
4ca6,108.28615
4ca7,113.42931
4ca8,112.48898
4cae,60.26123
4caf,45.52701
4cbt,83.1792
4cby,73.21665
4cc2,254.26108
4cc3,253.6281
4cc5,68.32693
4cc6,132.74394
4cc7,187.94674
4ccd,58.46913
4cd0,123.37964
4cd1,124.37314
4cd4,147.55054
4cd5,177.50074
4cd6,130.66571
4cd8,170.67762
4cdr,134.60105
4ce1,56.95753
4ce2,59.22184
4ce3,44.11764
4ceb,-46.7533
4cfe,67.65937
4cff,63.31146
4cfl,136.77985
4cfm,-33.3973
4cft,40.99323
4cfu,-81.97001
4cfv,-112.63516
4cfw,-170.00513
4cfx,-183.5931
4cg8,115.6178
4cg9,90.39557
4cga,94.19699
4cgi,22.9443
4cgj,19.39246
4ch2,685.76945
4ch8,113.54936
4ci1,-42.47547
4ci2,-20.20577
4ci3,-35.69479
4cig,-43.32829
4cik,18.4154
4civ,87.58398
4ciw,112.42445
4cix,125.73558
4ciy,128.54207
4ciz,51.22172
4cj4,23.54696
4cjn,98.58159
4cjp,47.50706
4cjq,59.11817
4cjr,-58.14265
4ck3,-49.17279
4cki,81.32667
4ckj,83.08262
4ckr,254.08338
4cku,56.73795
4cl6,4.68133
4cl9,-17.38856
4clb,-28.14108
4cli,54.13802
4clj,53.92216
4clp,-19.55486
4clz,102.55532
4cmo,71.53925
4cmt,106.26689
4cmu,36.93487
4cnh,38.33575
4cp5,-86.29531
4cp7,128.14119
4cpq,153.72389
4cpr,138.57077
4cps,132.4426
4cpt,146.27639
4cpu,102.98904
4cpw,131.52747
4cpx,128.31038
4cpy,-40.56236
4cpz,-100.85771
4cq0,-104.08447
4cqe,-38.22693
4cqf,18.35138
4cqg,177.94328
4cr5,-5.89933
4cr9,-25.04123
4cra,-0.0116
4crb,79.26387
4crc,87.02275
4crd,-19.80101
4crf,6.81346
4crj,-123.809
4crl,144.19075
4cs9,-17.08896
4csd,77.20423
4csj,76.62224
4css,93.41266
4cst,171.3503
4csy,395.06586
4ctj,32.54976
4ctk,67.73726
4cts,123.5732
4cu1,-22.31734
4cu7,40.25705
4cu8,97.94357
4cwb,-177.90378
4cwf,-24.93267
4cwn,-20.73021
4cwo,-45.08258
4cwp,-25.6629
4cwq,-51.52693
4cwr,-29.1417
4cws,23.40618
4cwt,37.07295
4cxw,66.7564
4cxx,84.41307
4cxy,40.49549
4cy1,-58.8523
4czs,185.54647
4d08,152.3802
4d09,65.88606
4d0w,-114.27804
4d0x,-77.50365
4d1a,-51.57833
4d1b,-48.82283
4d1c,-32.84876
4d1d,-31.78284
4d1j,109.8945
4d1s,41.7063
4d1y,67.40759
4d2d,45.6904
4d2p,51.44824
4d2r,-23.84021
4d2s,-19.14113
4d2t,64.68125
4d2v,84.84366
4d2w,67.57857
4d3h,-70.30749
4d4d,138.25661
4d52,79.15039
4d62,142.30506
4d63,144.33373
4d7b,90.26246
4d83,70.50725
4d85,107.4914
4d88,134.90799
4d89,131.15992
4d8a,-107.11458
4d8c,132.05886
4d8e,-198.18057
4d8i,-75.21134
4d8n,146.66684
4d8s,58.0248
4d8z,-93.38406
4d9p,-38.7435
4da5,40.0245
4daf,-90.3011
4dai,-363.82837
4daw,
4db7,-97.85334
4dbm,38.65956
4dbn,74.45311
4dcd,-36.82575
4dce,-38.10991
4dcs,-224.82375
4dcv,-77.14177
4dcx,
4dcy,
4ddh,45.56895
4ddk,33.97287
4ddl,76.95216
4ddm,35.01479
4dds,48.98613
4ddy,72.73675
4de0,37.22427
4de1,38.64513
4de2,49.71055
4de3,42.80445
4de5,80.08376
4de7,-32.81641
4dea,28.61969
4deb,-41.0551
4ded,-73.48618
4deg,117.80611
4deh,54.57638
4dei,100.15694
4del,-52.94473
4dem,478.02415
4der,21.40235
4des,32.00546
4det,47.82484
4deu,25.79456
4dew,18.37571
4dfb,505.10728
4dff,61.45426
4dfg,-42.39283
4dfl,40.25511
4dfn,132.62279
4dfu,56.44117
4dfw,9.70604
4dgb,113.17085
4dgg,45.47902
4dgm,23.21947
4dgn,20.39604
4dgo,-50.28987
4dgr,17.37482
4dh6,102.39799
4dhf,-41.85422
4dhl,96.08703
4dhm,67.82299
4dhn,43.71103
4dho,55.55362
4dhp,95.48965
4dhq,42.4538
4dhr,73.75295
4dhs,31.69806
4dht,39.30211
4dhu,73.11881
4di2,112.66344
4dij,134.90519
4dj7,304.35883
4djh,77.83116
4djo,31.49539
4djp,-20.42275
4djq,-58.57862
4djr,-28.47088
4djs,-365.24966
4dju,-61.55728
4djv,-37.27036
4djw,-31.46567
4djx,-25.73655
4djy,-27.88617
4dk5,-114.15542
4dk7,106.44526
4dk8,142.88366
4dko,79.70549
4dkp,88.0797
4dkq,-106.46642
4dkr,-96.01722
4dkt,-97.03132
4dld,-3.13927
4dli,7.44056
4dlj,37.69388
4dma,-83.61907
4dmn,137.6532
4dmw,-75.50527
4dmy,20.35892
4dn0,-196.39514
4do3,60.3597
4do4,63.72171
4do5,97.88581
4dow,-321.19277
4dpf,61.84157
4dpi,96.97646
4dpt,131.32164
4dpu,142.93168
4dpy,183.29308
4dq2,-52.92955
4dr9,35.2572
4drk,172.49161
4drm,195.11925
4drn,191.86945
4dro,153.45133
4drp,197.64369
4dru,-134.29197
4ds1,124.89152
4dst,30.7173
4dsu,9.18385
4dsy,49.89572
4dt2,37.24182
4dt6,-362.28465
4dtk,36.46488
4dtt,57.91398
4du8,183.40289
4duh,-16.02504
4dum,-207.42561
4dus,52.88097
4dv8,66.50717
4dv9,165.66221
4dve,-26.70077
4dvf,66.32828
4dvi,107.01084
4dwb,-32.09785
4dwg,-34.69569
4dwk,92.70741
4dx9,200.44862
4dxg,359.33763
4dxj,-36.43623
4dy6,49.14787
4dzw,-29.72306
4dzy,62.99167
4e0w,14.7287
4e0x,17.42055
4e1e,-34.15127
4e1k,29.07164
4e1m,168.21381
4e1n,173.25902
4e1z,46.13503
4e20,35.73318
4e26,33.65226
4e28,18.16909
4e34,5.65595
4e35,27.7529
4e3b,78.03434
4e3d,-1.69655
4e3f,-10.36716
4e3g,25.46927
4e3h,-6.27094
4e3i,
4e3j,
4e3k,
4e3l,
4e3m,
4e3n,
4e3o,
4e49,-3.93651
4e4a,37.0687
4e4l,11.20123
4e4n,10.62882
4e4x,-117.29117
4e5d,45.12781
4e5f,85.569
4e5g,81.83675
4e5h,124.02946
4e5i,54.8051
4e5j,57.05517
4e5w,85.96241
4e67,5.71973
4e6c,-140.32969
4e6d,58.39777
4e6q,64.47293
4e70,12.37366
4e7r,44.19846
4e81,-151.85228
4e8w,98.15247
4e8y,102.79496
4e8z,74.77868
4e90,37.7594
4e93,210.62778
4e96,-88.21358
4e9c,-27.07143
4e9d,208.85505
4e9u,48.12403
4ea1,144.44772
4ea2,157.12501
4ea3,82.37506
4ear,-185.32245
4eb8,-184.62534
4eb9,212.67731
4ebv,39.06032
4ebw,42.75612
4ec0,126.84295
4ec4,238.02627
4ede,60.28855
4edu,-49.81109
4edy,133.84254
4edz,142.2567
4ee0,150.10017
4eeh,32.64148
4eej,52.46336
4eev,128.73094
4ef4,-192.32496
4ef6,18.57357
4efg,50.60592
4efk,-32.95132
4efs,33.17562
4eft,36.81963
4efu,81.50155
4eg4,33.3486
4eg5,15.69288
4eg6,-29.5445
4eg7,-17.14076
4ega,29.21758
4egh,58.15188
4egi,-177.60059
4egk,64.64291
4eh2,42.85603
4eh3,24.6884
4eh4,23.03285
4eh5,44.659
4eh6,35.42691
4eh7,45.26561
4eh8,50.23301
4eh9,70.96495
4ehe,-61.7945
4ehg,-132.46237
4ehm,92.60627
4ehr,12.09703
4ehv,41.56195
4ehz,55.94313
4ei4,64.68438
4ej2,40.2675
4ej8,35.8436
4ejf,106.74642
4ejl,12.39639
4ejn,78.07895
4ek9,99.87847
4eke,-0.1023
4ekg,64.414
4eki,50.41063
4eky,33.62616
4el0,25.58663
4el5,33.04493
4el9,152.73868
4elb,63.82704
4ele,-2.05707
4elf,25.6866
4elg,28.14563
4elh,35.55468
4em7,37.3642
4emf,-508.3098
4emr,-561.10334
4emt,-190.92543
4emv,96.79429
4en4,36.33732
4enx,22.62781
4eny,30.25238
4eo4,-50.95634
4eo6,55.11931
4eo8,23.21669
4eoh,-125.05043
4eoi,-13.90727
4eok,-81.89174
4eol,-13.23099
4eon,-4.95682
4eop,-5.8195
4eor,-80.2388
4eos,-13.49901
4eox,50.13696
4eoy,60.86498
4ep2,137.53153
4epy,90.24884
4eqc,76.34638
4eqf,-61.28351
4eqj,154.22415
4er1,94.36265
4er2,30.65569
4er4,218.86526
4ere,74.11575
4erf,77.86321
4erk,-18.90106
4erq,-155.18928
4erw,151.62488
4ery,-141.05649
4erz,-111.11857
4es0,-176.93861
4esg,-64.67586
4esi,-25.23069
4est,149.71222
4etz,-195.06438
4eu0,-194.93786
4eu3,237.17671
4euc,-14.33678
4euo,-59.35518
4euv,-194.95136
4ew2,-212.93327
4ew3,-217.55303
4ewh,76.27205
4ewn,111.5872
4ewo,61.51909
4ewr,-140.47233
4exg,44.42026
4exh,3.10707
4exs,57.00964
4exz,54.15109
4eyj,5.24574
4eym,59.29623
4eyr,-31.64654
4ez3,-68.11854
4ez5,70.68279
4ezj,155.20658
4ezk,177.24165
4ezl,64.12414
4ezo,-221.38208
4ezq,-55.67741
4ezr,-184.87981
4ezt,-253.81545
4ezw,-93.7133
4ezx,-91.72972
4ezy,-121.23018
4ezz,-18.61781
4f08,53.72606
4f09,56.19705
4f0c,-14.96699
4f14,228.16218
4f1l,-57.49743
4f1q,-28.38915
4f1s,-130.21791
4f20,175.29668
4f2w,-47.17037
4f39,17.60534
4f3c,-47.15262
4f3h,-558.84313
4f3i,64.44956
4f3k,-48.004
4f49,-34.47003
4f4p,87.39308
4f5y,-192.16333
4f63,-30.07784
4f64,-116.52656
4f65,-44.38357
4f6s,-5.97402
4f6u,105.76906
4f6v,90.88351
4f6w,150.29928
4f6x,0.48878
4f70,130.79034
4f7j,12.19312
4f7l,-46.55035
4f7n,20.04796
4f7v,-67.25284
4f8h,48.52904
4f8j,-1.17068
4f9g,-189.67893
4f9u,5.39979
4f9v,-9.90222
4f9w,76.87733
4f9y,81.62595
4fab,71.27447
4fai,-10.19268
4fak,67.78793
4fbe,7.43713
4fbx,24.75952
4fc0,70.84193
4fcb,86.90353
4fcd,100.27873
4fcf,207.03687
4fci,-177.15636
4fck,-177.64271
4fcm,156.72226
4fcq,20.8284
4fcr,29.76721
4fe6,21.92064
4fe9,346.99729
4fea,
4fem,540.95239
4feq,-86.59913
4fev,21.54272
4few,21.59035
4ff8,-97.95264
4ffs,-47.45163
4fgt,79.17375
4fgx,156.87895
4fgy,-49.84812
4fgz,33.9498
4fhh,166.87521
4fhi,168.9351
4fht,21.76042
4fi9,103.32797
4fic,-66.05719
4fil,
4fiv,104.871
4fjz,206.73322
4fk6,17.44866
4fk7,23.81253
4fkk,67.47621
4fl1,-105.31831
4fl2,-72.62397
4fl3,-72.58802
4flh,-89.4063
4fli,100.65804
4flj,88.0332
4flk,133.89412
4fll,121.99023
4flp,76.99367
4fm7,-46.941
4fm8,-54.7406
4fmn,-63.40194
4fmo,-7.11118
4fmq,-117.23504
4fmu,69.59411
4fn5,91.91967
4fnn,22.70889
4fns,94.62686
4fny,47.48733
4fnz,-34.30985
4fob,-43.96739
4foc,27.87508
4fod,22.00441
4fp1,0.06824
4fpf,-65.86092
4fpk,-64.22411
4fqo,30.37608
4fr3,-479.00599
4fri,33.8024
4frj,-1.17899
4frk,-1.96096
4frs,-186.55555
4fs3,-36.32609
4fs4,-171.87318
4fse,-150.17244
4fsl,-173.81251
4ft2,-64.46519
4fut,81.56699
4fvq,106.76473
4fvr,113.0811
4fxf,90.1063
4fxj,12.81789
4fxp,-10.53746
4fxq,7.50227
4fxy,43.74282
4fxz,-4.51894
4fyh,-45.07676
4fyo,26.85997
4fys,152.29601
4fz3,-102.54734
4fz6,11.05684
4fzc,13.31285
4fzg,-6.15622
4fzj,48.36952
4g0a,-478.93967
4g0c,-63.70995
4g0k,-3.32542
4g0l,28.11156
4g0p,-124.77119
4g0q,-207.18454
4g0y,13.79568
4g0z,-329.77397
4g11,-29.24434
4g16,31.72955
4g17,34.0482
4g19,27.60285
4g1f,-109.90217
4g2f,-56.75738
4g2j,63.42767
4g2l,-7.05511
4g2r,116.29808
4g2w,43.06947
4g2y,19.30126
4g31,79.93707
4g34,63.9174
4g3e,8.48462
4g3f,19.8505
4g3g,-1.14575
4g4p,-42.94951
4g55,-20.56968
4g5f,79.42514
4g5y,-33.23468
4g68,227.32504
4g69,151.59652
4g8l,-471.14336
4g8m,-29.94357
4g8n,-30.01663
4g8o,44.64367
4g8r,38.94805
4g8v,-5.63347
4g8y,-10.79881
4g90,25.6772
4g93,118.40862
4g95,-91.66381
4g9c,105.88225
4ga3,196.5202
4gah,-5.45659
4gao,140.02527
4gb9,143.10482
4gbd,120.4926
4gby,97.03648
4gbz,101.9262
4gcj,-64.37456
4gd6,125.28656
4gdy,30.76348
4ge1,20.07858
4ge2,279.06855
4ge4,38.91379
4ge5,308.94355
4ge6,347.99848
4ge7,65.83523
4ge9,65.69498
4gee,-8.88447
4gfd,16.71161
4gfm,39.31628
4gfn,-17.97622
4gfo,39.30523
4gg5,238.03899
4gg7,105.10092
4ggl,56.80876
4ggz,-30.39086
4gh6,13.09557
4ghi,38.51203
4ght,-26.2022
4gid,50.2512
4gih,-22.87733
4gii,-23.0661
4giu,143.91856
4gj2,-39.86621
4gj3,-40.26583
4gj6,65.98521
4gj7,81.19537
4gj8,76.48047
4gj9,83.55899
4gja,42.45977
4gjb,46.53958
4gjc,41.61676
4gjd,64.91676
4gk2,-51.39815
4gk3,-87.92252
4gk4,-73.76
4gk7,32.38526
4gkc,53.25655
4gkh,39.11891
4gki,45.49715
4gkm,137.31643
4glr,-236.01755
4glw,-37.43282
4glx,37.52517
4gly,-191.03657
4gm3,-105.02287
4gm8,-115.52941
4gmc,19.30324
4gmy,-22.42971
4gne,-67.45756
4gnf,-129.35604
4gng,-60.53495
4gny,-45.05851
4gpk,146.45745
4gpl,134.33982
4gq4,42.26938
4gq6,-306.44154
4gql,123.7
4gqp,37.6527
4gqq,4.48005
4gqr,56.25476
4gr0,39.14544
4gr3,107.20759
4gr8,22.31963
4gs6,110.20296
4gs8,93.05906
4gs9,49.32182
4gsc,104.73442
4gsy,22.88973
4gtm,29.74481
4gto,173.31833
4gtp,47.69357
4gtq,44.57568
4gtr,29.30894
4gts,54.49645
4gtt,49.44711
4gtv,28.63708
4gu6,-3.18576
4gu9,21.8062
4gue,133.93502
4gui,99.31691
4guj,44.80241
4gv1,2.46292
4gv8,-212.19305
4gvc,113.07571
4gvd,196.31185
4gvm,150.63104
4gvu,206.30392
4gw1,-362.09958
4gw5,-127.94389
4gw6,151.07995
4gw8,12.28101
4gwi,299.57734
4gwk,112.63157
4gxl,95.80323
4gxs,37.26753
4gy5,-67.80415
4gye,216.78715
4gz3,-51.97037
4gzf,205.61443
4gzp,-43.28136
4gzt,-63.05737
4gzw,311.29051
4gzx,283.98116
4h1e,-153.63371
4h1j,83.47461
4h1m,1.01318
4h2j,89.2312
4h2m,110.22965
4h2o,73.95747
4h36,125.5529
4h38,100.31444
4h39,-5.8377
4h3a,101.90604
4h3b,15.61698
4h3c,94.4705
4h3f,-207.45935
4h3g,-162.57218
4h3i,-161.04841
4h3j,-163.51819
4h3q,175.98399
4h42,18.95375
4h4b,125.27352
4h4d,-212.67686
4h4e,-14.94331
4h4m,-28.85665
4h58,13.49526
4h5c,478.36104
4h5d,477.89684
4h5e,2.11756
4h71,24.12826
4h75,-204.6832
4h7q,85.48148
4h81,63.4864
4h85,54.58216
4ha5,-186.95612
4hai,-7.46447
4hbm,57.87952
4hbn,-41.03617
4hbp,59.33182
4hbv,-68.54873
4hbw,-122.67618
4hbx,-101.81157
4hby,-86.96247
4hco,4.06329
4hct,33.78652
4hcu,18.19207
4hcv,21.15921
4hcz,67.46061
4hdb,-13.74051
4hdc,-38.59788
4hdf,-14.36796
4hdp,-14.23425
4he9,-14.03945
4heg,-14.23864
4hej,5.28963
4heu,25.97919
4hev,54.06235
4hf4,95.04284
4hfp,-198.61816
4hfz,115.03158
4hg7,113.88506
4hgc,16.78148
4hge,77.38462
4hgl,71.53421
4hgs,93.19845
4hgt,91.4048
4hhy,142.90349
4hhz,163.18044
4hiq,52.10461
4his,31.40868
4hj2,118.09264
4hki,52.43416
4hkk,21.6665
4hkn,18.13589
4hkp,-57.10865
4hl5,42.59023
4hla,-14.48279
4hlc,-55.03565
4hld,-72.4787
4hlf,25.38365
4hlg,39.54526
4hlh,49.34831
4hlk,54.52272
4hlm,41.91025
4hlw,28.29101
4hmh,26.80469
4hmk,-3.13516
4hmq,
4hn2,2350.81285
4hnc,156.57817
4hnf,2.46762
4hni,2.68437
4hnn,-6.0793
4hnp,31.02274
4hod,-3.57608
4hp0,274.93385
4hpi,216.06685
4hpy,362.69522
4hra,143.34743
4hrc,32.44229
4hrd,56.98865
4hs6,-35.35939
4hs8,-11.65858
4hso,0.75212
4ht0,-121.07464
4ht2,-128.43337
4ht6,26.99797
4htp,191.09934
4htx,13.13928
4hu1,-152.02803
4huo,-81.58982
4hup,-37.31171
4hv3,-82.37828
4hv7,-103.44523
4hva,77.26022
4hvb,88.35502
4hvd,55.24592
4hvg,68.17189
4hvh,65.673
4hvi,57.08913
4hvs,52.58229
4hw2,21.75667
4hw3,65.71753
4hw7,67.82811
4hwb,-77.61802
4hwo,-60.49552
4hwp,-60.26271
4hwr,-5.58775
4hws,-70.72852
4hwt,-4.05452
4hww,
4hxj,-112.61706
4hxl,-32.14725
4hxm,-45.32507
4hxq,
4hxr,-24.47701
4hxs,10.69492
4hxw,83.69038
4hxz,17.13088
4hy0,208.06061
4hy1,6.18706
4hy4,173.84621
4hy5,198.98856
4hy9,-4.02471
4hyb,-48.68046
4hyf,142.20798
4hyh,144.92013
4hyi,203.8557
4hym,56.85823
4hys,-23.34479
4hyu,-19.50013
4hz5,16.49538
4hze,
4hzm,75.34658
4hzt,91.16183
4hzw,-134.15861
4hzx,-48.10087
4hzz,44.29099
4i06,
4i0d,102.86869
4i0f,109.7886
4i0r,89.03136
4i0s,73.57447
4i0t,56.86887
4i0z,51.92634
4i10,86.44864
4i11,121.02737
4i12,51.87104
4i1c,113.85784
4i1r,74.53537
4i2w,289.04155
4i2z,-49.66083
4i31,21.95054
4i32,20.21854
4i33,22.38168
4i3z,26.76239
4i47,-159.69933
4i4e,60.99082
4i4f,51.37842
4i54,-128.26795
4i5c,52.04899
4i5h,23.2492
4i5m,24.89066
4i5p,51.69632
4i60,
4i67,-1054.29044
4i6b,58.13264
4i6f,141.83598
4i6h,110.00814
4i6q,59.69551
4i71,18.79576
4i72,6.41862
4i73,28.90857
4i74,28.42667
4i7b,-126.79006
4i7c,-173.97589
4i7d,-316.69557
4i7f,80.77248
4i7j,16.22697
4i7k,18.48205
4i7l,5.71322
4i7m,9.73638
4i7p,-0.44169
4i80,-171.96144
4i8n,90.68128
4i8w,-80.63619
4i8x,47.53821
4i8z,-17.66438
4i9c,-122.7499
4i9h,190.6747
4i9i,6.82864
4i9o,21.96362
4i9r,51.44577
4i9s,55.80734
4i9u,19.0105
4i9z,250.13889
4ia0,55.87028
4iaw,244.55485
4iax,241.35723
4ib5,-45.54768
4ibb,93.43897
4ibc,111.24978
4ibd,88.64275
4ibe,63.68429
4ibf,65.86356
4ibg,121.48852
4ibi,118.2715
4ibj,153.38437
4ibk,69.82516
4ibm,86.25261
4idn,-395.20059
4ido,-235.57254
4idt,-70.87482
4idv,-16.74958
4idz,202.41957
4ie0,149.64962
4ie2,
4ie3,
4ie4,53.95325
4ie5,119.29408
4ie6,134.513
4ie7,56.9023
4ieh,146.25334
4ifh,54.09137
4ifi,-287.04613
4igk,-19.72349
4igq,35.42248
4igr,-10.27223
4igt,-10.72955
4ih3,221.00929
4ih5,7.85493
4ih6,-24.51304
4ih7,94.077
4iho,-184.02731
4ii9,126.52241
4iic,40.64354
4iid,106.57062
4iie,64.58916
4iif,121.0631
4ij1,134.3688
4ijh,87.6951
4ijl,120.75241
4ijp,-7.69067
4ijq,233.15935
4ikn,-252.159
4ikr,185.86335
4iks,117.50873
4ikt,61.81932
4iku,100.01493
4im0,4.06467
4imq,22.07883
4imz,5.50489
4in9,135.03566
4inb,167.67713
4inh,15.08264
4inr,89.27173
4int,78.79132
4inu,137.60602
4io2,-44.52362
4io3,-55.4113
4io4,-4.97812
4io5,-8.5292
4io6,-5.3732
4io7,11.00505
4io8,109.14998
4ipf,169.50771
4ipi,112.93493
4ipj,110.21344
4ipn,88.8485
4iq6,-13.1664
4iqt,113.23192
4iqu,100.57026
4ir5,73.59584
4ir6,91.60118
4irx,113.80484
4is6,-213.42719
4ish,52.97676
4isi,81.38268
4isu,-42.79309
4ith,-41.90965
4iti,118.888
4itj,-22.24634
4itp,-45.60928
4iu0,
4iu1,14.52211
4iu4,
4iue,28.05117
4iuo,99.326
4iur,11.12896
4iut,14.53779
4iuu,-1.15449
4iuv,59.03045
4iva,75.83468
4ivb,78.33711
4ivc,76.96781
4ivd,82.18794
4ivk,82.6812
4ivs,-126.55046
4ivt,-159.09308
4iwd,56.84755
4iwz,-41.23692
4ixh,85.14793
4ixu,
4ixv,
4iz0,-89.03745
4izm,-55.66258
4izy,-39.72518
4j03,178.25127
4j04,-29.84768
4j06,-26.84925
4j08,21.38842
4j09,82.2267
4j0a,25.82152
4j0p,-33.32607
4j0r,40.31718
4j0s,39.35119
4j0t,36.46389
4j0v,-2.25605
4j0y,6.47911
4j0z,7.22629
4j17,-3.32292
4j1c,38.29698
4j1e,0.92494
4j1f,-14.76582
4j1h,-11.10058
4j1i,-4.18198
4j1k,-5.72439
4j1p,55.47941
4j21,19.59433
4j22,122.97944
4j24,-162.07067
4j26,25.19574
4j28,68.3408
4j2c,126.37701
4j2t,95.01749
4j3d,58.68216
4j3e,113.69259
4j3i,58.36203
4j3j,-39.28181
4j3l,38.86273
4j3m,41.23293
4j3u,798.24855
4j44,60.05425
4j45,64.37103
4j46,80.43504
4j47,90.26498
4j48,-130.14726
4j4n,17.82804
4j4o,22.01112
4j4v,236.14422
4j51,67.58513
4j52,340.87068
4j53,68.9079
4j58,-75.9118
4j59,-41.63877
4j5b,-57.03582
4j5c,-49.68582
4j5d,-58.7392
4j5e,-54.51455
4j5p,78.74664
4j6i,78.64535
4j70,69.06661
4j73,136.2714
4j74,70.30922
4j77,7.92662
4j78,140.84781
4j79,4.01165
4j7d,144.2858
4j7e,118.22045
4j7i,92.53943
4j81,105.10087
4j82,45.40842
4j84,-115.49009
4j86,134.43665
4j8b,149.11046
4j8g,52.69583
4j8m,-119.58016
4j8r,179.31018
4j8s,-273.46593
4j8t,79.414
4j93,68.02334
4j9a,80.56144
4jai,47.82013
4jaj,9.29621
4jal,70.67302
4jaz,6.37624
4jbl,-5.1063
4jbo,-12.69351
4jbp,-17.73996
4jbs,29.38056
4jc1,178.60394
4jck,179.34816
4jda,13.54238
4jdf,82.57036
4je7,45.81482
4je8,39.47536
4jfd,100.48566
4jfe,86.69474
4jff,107.83997
4jfi,190.32843
4jfj,68.7978
4jfk,38.54271
4jfl,60.33781
4jfm,15.7991
4jfs,101.1101
4jft,92.08563
4jfv,
4jfw,
4jfx,163.35436
4jfz,96.58479
4jg0,124.84208
4jg1,106.37725
4jg6,13.35976
4jg7,58.24355
4jg8,102.15514
4jgv,24.47776
4jh0,45.6571
4jhq,
4jht,68.2158
4jhz,250.86543
4jia,140.34974
4jib,79.33161
4jik,116.2713
4jin,8.6869
4jit,-49.85211
4jiz,-250.72969
4jj7,29.94468
4jj8,49.27649
4jje,62.07543
4jjf,
4jjg,
4jjm,258.58017
4jjq,107.78263
4jjs,95.16243
4jju,30.45144
4jk5,-350.94321
4jk6,-394.21852
4jkt,18.74579
4jkw,6.63288
